"","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","TotalBsmtSF","GrLivArea","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","YrSold","SalePrice","LotShapes","LotConfigs","Neighborhoods","BldgTypes","HouseStyles","Exterior_1st","Foundations","BsmtFin_Type1","Kitchen_Qual","GarageTypes"
"1238",56,4060,5,8,1922,1950,864,864,1,0,2,4,0,0,2009,99900,"Reg","Corner","Edwards","1Fam","1Story","Wd Sdng","PConc","Unf","TA",NA
"1239",59,9587,7,5,2005,2005,856,1166,2,0,2,5,0,2,2008,190000,"IR1","Inside","Gilbert","1Fam","SLvl","VinylSd","PConc","GLQ","Gd","Attchd"
"1240",65,9750,6,8,1969,1969,1054,1054,1,1,3,6,0,2,2008,151000,"Reg","FR2","NAmes","1Fam","1Story","HdBoard","CBlock","ALQ","TA","Attchd"
"1241",NA,24682,6,5,1999,1999,841,1675,2,1,3,7,1,2,2009,181000,"IR3","CulDSac","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","TA","BuiltIn"
"1242",80,9600,5,6,1956,1956,1050,1050,1,0,2,5,0,1,2009,128900,"Reg","Inside","NAmes","1Fam","1Story","MetalSd","CBlock","Rec","TA","Attchd"
"1243",NA,11250,4,5,1957,1989,1104,1788,1,0,5,8,2,1,2009,161500,"Reg","Inside","ClearCr","1Fam","1.5Fin","Wd Sdng","CBlock","Unf","TA","Attchd"
"1244",60,13515,6,6,1919,1950,764,1824,1,0,3,8,1,2,2007,180500,"Reg","Inside","BrkSide","1Fam","2Story","Wd Sdng","PConc","Unf","TA","Detchd"
"1245",34,4060,6,5,1998,1999,1405,1337,2,0,2,5,0,2,2008,181000,"Reg","Inside","NAmes","TwnhsE","1Story","MetalSd","PConc","GLQ","Gd","Attchd"
"1246",35,3735,7,5,1999,1999,691,1452,2,1,3,6,0,2,2006,183900,"Reg","FR3","Somerst","TwnhsE","2Story","MetalSd","PConc","GLQ","Gd","Detchd"
"1247",60,10120,7,4,1910,1950,925,1889,1,1,4,9,1,1,2007,122000,"IR1","Inside","OldTown","2fmCon","2.5Unf","Wd Sdng","CBlock","Unf","TA","Detchd"
"1248",89,13214,9,5,2008,2009,2002,2018,2,0,3,10,1,3,2010,378500,"IR1","Inside","Timber","1Fam","1Story","Stucco","PConc","Unf","Ex","Attchd"
"1249",NA,14100,8,9,1935,1997,728,3447,3,1,4,11,2,3,2008,381000,"IR1","Inside","Crawfor","1Fam","1.5Fin","Stucco","CBlock","Rec","Gd","BuiltIn"
"1250",78,11344,5,5,1958,1958,874,1524,1,1,3,7,0,1,2007,144000,"Reg","Inside","NAmes","1Fam","1.5Fin","MetalSd","CBlock","BLQ","TA","Attchd"
"1251",NA,23595,7,6,1979,1979,1332,1524,0,1,0,4,1,2,2010,260000,"Reg","Inside","ClearCr","1Fam","1Story","Plywood","PConc","GLQ","Gd","Attchd"
"1252",NA,9156,6,7,1968,1968,1489,1489,2,0,3,7,1,2,2009,185750,"IR1","Inside","NWAmes","1Fam","1Story","BrkFace","CBlock","Unf","Gd","Attchd"
"1253",NA,13526,5,6,1965,1965,935,935,1,0,3,5,0,1,2006,137000,"IR1","CulDSac","Sawyer","1Fam","1Story","HdBoard","CBlock","BLQ","TA","Attchd"
"1254",124,11512,6,7,1959,2006,1019,1357,1,0,2,5,1,1,2008,177000,"IR1","Corner","Edwards","1Fam","SLvl","Plywood","CBlock","ALQ","Ex","Basment"
"1255",53,5362,5,6,1910,2003,661,1250,2,0,3,8,1,2,2007,139000,"Reg","Corner","Crawfor","1Fam","1.5Fin","Wd Sdng","PConc","Unf","TA","Detchd"
"1256",95,11345,5,5,1948,1950,928,1920,2,0,4,10,0,2,2007,137000,"Reg","Corner","NAmes","Duplex","2Story","AsbShng","CBlock","Rec","TA","Detchd"
"1257",NA,12936,6,6,1972,1972,723,1395,1,1,3,6,1,2,2009,162000,"IR1","CulDSac","NWAmes","1Fam","2Story","HdBoard","CBlock","BLQ","TA","Attchd"
"1258",NA,17871,6,5,1967,1976,1680,1724,1,1,3,7,1,2,2009,197900,"IR1","CulDSac","NWAmes","1Fam","SLvl","HdBoard","CBlock","ALQ","TA","Attchd"
"1259",75,9473,8,5,2002,2002,1128,2031,2,1,3,7,1,2,2008,237000,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1260",60,7500,4,4,1920,1950,698,1128,1,0,2,6,0,2,2010,68400,"Reg","Inside","IDOTRR","1Fam","1.5Fin","MetalSd","CBlock","Unf","TA","Detchd"
"1261",67,9808,7,5,2002,2002,1573,1573,2,0,3,6,0,2,2009,227000,"IR1","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1262",50,8049,7,5,1990,1990,1309,1339,2,0,2,6,1,2,2006,180000,"IR1","CulDSac","Timber","1Fam","1Story","HdBoard","CBlock","ALQ","TA","Attchd"
"1263",61,8800,5,7,1977,2008,1040,1040,2,0,3,5,0,2,2009,150500,"IR1","Inside","CollgCr","1Fam","1Story","HdBoard","CBlock","LwQ","Gd","Detchd"
"1264",94,9400,6,5,1971,1971,912,1824,2,2,4,8,0,0,2010,139000,"Reg","Corner","Mitchel","Duplex","2Story","MetalSd","CBlock","Unf","TA",NA
"1265",50,9638,6,7,1919,1990,804,2447,2,0,4,10,1,1,2010,169000,"Reg","Inside","SWISU","1Fam","1.5Fin","Wd Sdng","PConc","Unf","Gd","Detchd"
"1266",50,6000,6,6,1939,1950,780,1412,1,0,4,6,1,1,2009,132500,"Reg","Inside","BrkSide","1Fam","1.5Fin","MetalSd","CBlock","Unf","TA","Detchd"
"1267",NA,9790,6,5,1963,1963,1328,1328,1,1,3,6,2,2,2010,143000,"Reg","Inside","NWAmes","1Fam","1Story","HdBoard","CBlock","ALQ","TA","Attchd"
"1268",NA,36500,5,5,1964,1964,1624,1582,2,0,4,7,0,2,2006,190000,"IR1","Inside","ClearCr","1Fam","1Story","Wd Sdng","CBlock","Rec","TA","Attchd"
"1269",40,5664,8,5,2000,2000,1501,1659,2,0,2,5,1,2,2009,278000,"IR1","Inside","StoneBr","TwnhsE","1Story","CemntBd","PConc","GLQ","Ex","Attchd"
"1270",86,11065,8,5,2006,2006,1085,1970,2,1,3,8,1,3,2006,281000,"IR1","Inside","NridgHt","1Fam","2Story","VinylSd","PConc","Unf","Ex","BuiltIn"
"1271",NA,14112,5,7,1964,1964,1152,1152,1,0,3,6,1,2,2010,180500,"IR1","Corner","NAmes","1Fam","SLvl","Wd Sdng","PConc","GLQ","TA","Attchd"
"1272",21,1680,5,7,1972,1972,630,1302,2,1,3,6,0,1,2009,119500,"Reg","Inside","BrDale","Twnhs","2Story","CemntBd","CBlock","ALQ","TA","Detchd"
"1273",60,6600,5,4,1892,1965,994,2372,2,0,4,11,0,1,2009,107500,"Reg","Corner","OldTown","1Fam","2Story","Wd Sdng","Stone","Unf","TA","Attchd"
"1274",78,10140,7,5,1976,1976,832,1664,2,1,4,8,1,2,2006,162900,"Reg","Inside","NWAmes","1Fam","2Story","HdBoard","PConc","GLQ","TA","Attchd"
"1275",60,8172,5,7,1955,1990,864,864,1,0,2,5,0,2,2006,115000,"Reg","Inside","Edwards","1Fam","1Story","WdShing","CBlock","Rec","TA","Detchd"
"1276",70,8400,5,5,1968,1968,1052,1052,1,1,3,5,0,1,2006,138500,"Reg","Inside","NAmes","1Fam","1Story","HdBoard","CBlock","BLQ","TA","Attchd"
"1277",80,8700,5,6,1963,1963,1120,1128,2,0,3,6,0,2,2008,155000,"Reg","Inside","NAmes","1Fam","1Story","MetalSd","CBlock","ALQ","TA","Attchd"
"1278",35,3675,6,5,2005,2006,547,1072,2,0,2,5,0,2,2006,140000,"Reg","Inside","Edwards","TwnhsE","SFoyer","VinylSd","PConc","GLQ","TA","Basment"
"1279",75,7500,5,7,1959,1994,1246,1246,1,1,3,6,0,1,2010,154000,"Reg","Inside","NAmes","1Fam","1Story","BrkFace","CBlock","LwQ","Gd","Attchd"
"1280",NA,10762,7,5,1999,1999,978,1983,2,1,3,9,1,2,2009,225000,"IR1","CulDSac","Gilbert","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1281",NA,7500,6,7,1942,1950,771,1494,1,0,3,7,2,1,2009,177500,"IR1","Inside","Crawfor","1Fam","2Story","Wd Sdng","CBlock","BLQ","Gd","Attchd"
"1282",92,10120,8,5,1994,1994,1165,2526,2,1,4,8,1,3,2006,290000,"Reg","Inside","NoRidge","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1283",73,8688,7,5,2005,2005,1616,1616,2,0,3,7,0,3,2006,232000,"Reg","Inside","Somerst","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1284",32,3363,7,5,2004,2004,976,1708,2,0,3,7,0,2,2006,130000,"Reg","Inside","Edwards","TwnhsE","2Story","VinylSd","PConc","Unf","Gd","Detchd"
"1285",108,13173,9,5,2006,2007,1652,1652,2,0,2,6,2,2,2009,325000,"IR1","Corner","NridgHt","1Fam","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"1286",48,6955,7,5,2005,2006,1368,1368,2,0,2,6,1,2,2006,202500,"IR1","Inside","NridgHt","TwnhsE","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1287",60,8072,5,5,1994,1995,990,990,1,0,3,5,0,2,2009,138000,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","ALQ","TA","Detchd"
"1288",100,12000,5,7,1948,2005,924,1122,1,0,2,6,0,2,2008,147000,"Reg","Inside","OldTown","1Fam","1Story","MetalSd","CBlock","GLQ","Gd","Attchd"
"1289",NA,7153,6,5,1991,1991,1278,1294,2,0,3,6,0,2,2008,179200,"Reg","Inside","SawyerW","1Fam","1Story","HdBoard","CBlock","GLQ","Gd","Attchd"
"1290",100,17500,7,8,1959,2002,1902,1902,2,0,3,7,2,2,2010,335000,"Reg","Inside","Crawfor","1Fam","1Story","BrkFace","PConc","GLQ","Ex","Attchd"
"1291",68,8814,7,5,2005,2007,1274,1274,2,0,3,6,0,2,2007,203000,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1292",NA,9572,8,5,1990,1990,1453,2810,2,1,4,9,1,2,2007,302000,"IR1","Inside","NoRidge","1Fam","2Story","Wd Sdng","PConc","GLQ","Gd","Attchd"
"1293",108,14774,9,5,1999,1999,1393,2599,2,1,4,10,1,3,2010,333168,"IR1","Corner","NoRidge","1Fam","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"1294",60,8190,4,6,1954,1954,948,948,1,0,3,5,1,1,2007,119000,"Reg","Inside","Edwards","1Fam","1Story","Wd Sdng","CBlock","Rec","TA","Detchd"
"1295",85,11075,6,5,1969,1969,952,2112,2,1,4,9,2,2,2008,206900,"Reg","Inside","NAmes","1Fam","2Story","HdBoard","CBlock","ALQ","TA","Attchd"
"1296",61,10226,8,5,2008,2008,1622,1630,2,0,3,8,1,3,2009,295493,"IR1","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","Unf","Ex","Attchd"
"1297",47,4230,7,5,2006,2007,1352,1352,2,0,2,5,1,2,2007,208900,"Reg","Corner","Somerst","TwnhsE","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1298",NA,14781,8,5,2001,2002,1753,1787,2,0,3,7,1,3,2006,275000,"IR2","CulDSac","CollgCr","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1299",75,10215,4,5,1954,1954,864,948,1,0,3,5,0,1,2007,111000,"Reg","Inside","Edwards","1Fam","1Story","Wd Sdng","PConc","ALQ","TA","Attchd"
"1300",70,8400,6,3,1957,1957,1478,1478,1,1,3,6,2,2,2009,156500,"Reg","Inside","NAmes","1Fam","1Story","BrkFace","CBlock","ALQ","TA","Attchd"
"1301",NA,6627,3,6,1949,1950,0,720,1,0,2,4,0,1,2008,72500,"IR1","Corner","BrkSide","1Fam","1Story","VinylSd","CBlock",NA,"TA","Detchd"
"1302",107,10186,7,5,1992,1992,750,1923,2,1,3,8,1,2,2010,190000,"IR1","Inside","NoRidge","1Fam","2Story","HdBoard","PConc","GLQ","Gd","Attchd"
"1303",50,5330,4,7,1940,1950,420,708,1,0,2,5,0,0,2009,82500,"Reg","Inside","BrkSide","1Fam","1Story","VinylSd","CBlock","LwQ","Fa",NA
"1304",40,3636,4,4,1922,1950,796,796,1,0,2,5,0,0,2008,55000,"Reg","Inside","IDOTRR","1Fam","1Story","AsbShng","BrkTil","Unf","TA",NA
"1305",70,4270,3,6,1931,2006,544,774,1,0,3,6,0,0,2007,79000,"Reg","Inside","Edwards","1Fam","1Story","MetalSd","BrkTil","Rec","Gd",NA
"1306",60,6600,5,9,1982,2008,816,816,1,0,3,5,1,1,2008,130500,"Reg","Inside","Mitchel","1Fam","1Story","VinylSd","CBlock","ALQ","Gd","Attchd"
"1307",60,10440,6,7,1920,1950,1510,2792,2,0,5,8,2,2,2008,256000,"Reg","Corner","OldTown","1Fam","1.5Fin","BrkFace","BrkTil","LwQ","TA","Detchd"
"1308",63,9084,7,5,1998,1998,935,1632,2,1,3,8,1,2,2006,176500,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","TA","Attchd"
"1309",85,10000,8,5,2006,2006,1588,1588,2,0,3,7,1,3,2007,227000,"Reg","Inside","Somerst","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1310",55,10780,5,5,1976,1976,911,954,1,0,3,6,0,2,2006,132500,"IR1","Inside","CollgCr","1Fam","SLvl","MetalSd","CBlock","ALQ","TA","Detchd"
"1311",67,8877,4,6,1938,1958,816,816,1,0,2,3,1,1,2009,100000,"Reg","Inside","Edwards","1Fam","1Story","MetalSd","CBlock","ALQ","TA","Detchd"
"1312",60,7200,5,6,1938,1995,803,1360,1,1,2,6,0,1,2006,125500,"Reg","Corner","IDOTRR","1Fam","1.5Fin","Wd Sdng","CBlock","Unf","Gd","Detchd"
"1313",24,2368,5,6,1970,1970,765,1365,1,1,3,7,0,2,2009,125000,"Reg","Inside","BrDale","TwnhsE","2Story","HdBoard","CBlock","LwQ","TA","Attchd"
"1314",80,9650,6,5,1977,1977,1350,1334,2,0,2,6,1,2,2009,167900,"Reg","Inside","NWAmes","1Fam","1Story","Plywood","CBlock","ALQ","TA","Attchd"
"1315",87,9246,5,5,1973,1973,1656,1656,2,0,4,8,0,2,2008,135000,"IR1","Inside","NWAmes","Duplex","1Story","Plywood","CBlock","Unf","TA","Detchd"
"1316",153,4118,4,4,1941,1950,693,693,1,0,2,4,0,0,2006,52500,"IR1","Corner","OldTown","1Fam","1Story","Wd Sdng","CBlock","Unf","Fa",NA
"1317",95,13450,7,5,2002,2002,916,1861,2,1,3,8,0,2,2006,200000,"IR1","Corner","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Gd","BuiltIn"
"1318",120,9560,5,7,1972,1972,864,864,1,0,3,5,0,1,2006,128500,"IR1","Corner","CollgCr","1Fam","1Story","MetalSd","CBlock","Rec","TA","Attchd"
"1319",70,8294,4,5,1971,1971,858,872,1,0,3,5,0,4,2007,123000,"Reg","Inside","NAmes","1Fam","1Story","MetalSd","CBlock","Unf","TA","Detchd"
"1320",66,13695,6,5,2003,2004,1114,1114,1,0,3,6,0,2,2008,155000,"Reg","Inside","SawyerW","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Detchd"
"1321",NA,9375,8,5,2002,2002,1284,2169,2,1,3,7,1,2,2007,228500,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"1322",57,7558,6,6,1928,1950,896,1913,1,1,3,9,1,2,2009,177000,"Reg","Inside","Crawfor","1Fam","1.5Fin","BrkFace","BrkTil","Unf","TA","Detchd"
"1323",85,11103,7,5,2006,2006,728,1456,2,1,3,8,1,2,2007,155835,"IR1","Corner","CollgCr","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"1324",50,6000,4,4,1920,1950,960,960,1,0,2,5,0,1,2007,108500,"Reg","Inside","OldTown","1Fam","1Story","MetalSd","PConc","ALQ","Fa","Detchd"
"1325",NA,20781,7,7,1968,2003,1568,2156,2,0,3,9,1,2,2006,262500,"IR2","CulDSac","NWAmes","1Fam","1Story","BrkFace","CBlock","BLQ","TA","Attchd"
"1326",93,15306,8,5,2006,2007,1732,1776,2,0,3,7,1,3,2007,283463,"IR1","Corner","Timber","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1327",NA,16196,7,5,1998,1998,1482,1494,2,0,3,5,1,2,2007,215000,"IR3","Inside","SawyerW","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1328",50,5250,8,5,1872,1987,684,2358,2,0,4,8,0,0,2008,122000,"Reg","Inside","OldTown","1Fam","2Story","MetalSd","BrkTil","LwQ","TA",NA
"1329",91,11643,5,5,1969,1969,1248,2634,2,2,6,12,0,4,2009,200000,"Reg","Inside","NAmes","Duplex","2Story","MetalSd","CBlock","LwQ","TA","Detchd"
"1330",70,9247,6,6,1962,1962,858,1716,1,1,4,8,1,2,2008,171000,"IR1","Inside","NAmes","1Fam","2Story","HdBoard","CBlock","Rec","TA","Attchd"
"1331",50,6000,6,9,1937,2000,698,1176,1,0,2,4,0,2,2009,134900,"Reg","Inside","BrkSide","1Fam","1.5Fin","MetalSd","BrkTil","Unf","TA","Detchd"
"1332",56,14720,8,5,1995,1996,2033,3238,2,1,4,9,1,3,2010,410000,"IR1","CulDSac","NoRidge","1Fam","1.5Fin","VinylSd","PConc","GLQ","Gd","Attchd"
"1333",NA,10316,7,5,2000,2000,992,1865,2,1,3,7,1,3,2008,235000,"IR1","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1334",102,10192,7,6,1968,1992,570,1920,3,0,4,8,1,2,2006,170000,"IR1","Inside","NWAmes","1Fam","SLvl","MetalSd","CBlock","Unf","Gd","Attchd"
"1335",NA,9477,5,5,1966,1966,864,892,1,0,3,5,0,1,2008,110000,"Reg","Corner","NAmes","1Fam","1Story","HdBoard","CBlock","Rec","TA","Attchd"
"1336",NA,12537,5,6,1971,2008,1078,1078,1,1,3,6,1,2,2010,149900,"IR1","CulDSac","NAmes","1Fam","1Story","VinylSd","CBlock","GLQ","TA","Attchd"
"1337",NA,2117,6,5,2000,2000,756,1573,2,1,3,5,0,2,2010,177500,"Reg","Inside","Somerst","Twnhs","2Story","MetalSd","PConc","GLQ","Gd","Detchd"
"1338",129,16737,9,5,2004,2005,1980,1980,2,0,3,8,1,3,2006,315000,"Reg","FR3","NridgHt","1Fam","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"1339",51,9842,5,6,1921,1998,612,2601,3,1,4,8,0,2,2008,189000,"Reg","Inside","SWISU","1Fam","2Story","MetalSd","BrkTil","Unf","TA","BuiltIn"
"1340",124,16158,7,5,2005,2005,1530,1530,2,0,3,7,1,2,2009,260000,"IR1","Inside","StoneBr","1Fam","1Story","VinylSd","PConc","ALQ","Gd","Attchd"
"1341",NA,12513,4,4,1920,2007,715,1738,2,0,4,7,1,1,2009,104900,"IR1","FR2","NAmes","1Fam","1.5Fin","VinylSd","BrkTil","Unf","TA","Attchd"
"1342",73,8499,6,5,2006,2007,616,1412,2,1,3,6,1,2,2007,156932,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"1343",30,3180,7,5,2005,2005,600,1200,2,1,2,4,0,2,2006,144152,"Reg","Inside","Somerst","TwnhsE","2Story","MetalSd","PConc","Unf","Gd","Detchd"
"1344",NA,7500,7,5,2000,2000,814,1674,2,1,3,7,0,2,2010,216000,"Reg","Inside","Somerst","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1345",68,9179,7,5,1999,1999,873,1790,2,1,3,7,0,2,2008,193000,"IR1","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1346",41,2665,5,6,1977,1977,757,1475,2,0,4,6,1,1,2006,127000,"Reg","Inside","MeadowV","TwnhsE","2Story","CemntBd","PConc","ALQ","TA","Attchd"
"1347",NA,4435,6,5,2003,2004,848,848,1,0,1,4,0,2,2009,144000,"Reg","Inside","CollgCr","TwnhsE","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1348",48,10635,8,5,2003,2003,1657,1668,2,0,3,8,1,2,2010,232000,"IR2","FR2","CollgCr","1Fam","1Story","VinylSd","PConc","BLQ","Gd","Attchd"
"1349",90,5400,4,6,1920,1950,840,1374,1,0,2,6,0,1,2009,105000,"Reg","Corner","OldTown","1Fam","1.5Fin","CBlock","PConc","ALQ","TA","Detchd"
"1350",80,9600,6,6,1955,1996,992,1661,1,0,3,8,1,1,2008,165500,"Reg","Inside","NAmes","1Fam","SLvl","AsbShng","CBlock","BLQ","Gd","BuiltIn"
"1351",75,9750,7,6,1998,1998,1108,2097,2,1,3,8,1,2,2006,274300,"Reg","Corner","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Detchd"
"1352",NA,11400,10,5,2001,2002,2633,2633,2,1,2,8,2,3,2007,466500,"Reg","Inside","NoRidge","1Fam","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"1353",85,10625,7,5,2005,2005,1026,1958,2,1,3,9,1,3,2008,250000,"Reg","Inside","Somerst","1Fam","2Story","CemntBd","PConc","Unf","Gd","Attchd"
"1354",89,10991,8,5,2007,2007,1571,1571,2,0,3,7,1,3,2007,239000,"IR1","Inside","Timber","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1355",52,6292,6,5,1930,1950,768,790,1,0,2,4,0,1,2008,91000,"Reg","Inside","SWISU","1Fam","1Story","Wd Sdng","BrkTil","Rec","TA","Detchd"
"1356",60,10998,5,5,1941,1960,984,1604,2,0,3,6,0,2,2009,117000,"Reg","Inside","Edwards","1Fam","1.5Fin","Wd Sdng","CBlock","LwQ","TA","Detchd"
"1357",21,1953,6,5,1973,1973,483,987,1,1,2,5,0,1,2006,83000,"Reg","Inside","BrDale","Twnhs","2Story","HdBoard","CBlock","BLQ","TA","Detchd"
"1358",73,9735,5,5,2006,2007,384,1394,2,1,3,7,0,2,2008,167500,"Reg","Inside","Timber","1Fam","SLvl","VinylSd","PConc","Unf","Gd","BuiltIn"
"1359",45,8212,3,3,1914,1950,864,864,1,0,2,5,0,1,2010,58500,"Reg","Inside","Edwards","1Fam","1Story","Stucco","BrkTil","Rec","TA","Detchd"
"1360",NA,12925,6,7,1970,1970,1205,2117,2,1,4,7,2,2,2008,237500,"IR1","Corner","NAmes","1Fam","1Story","BrkFace","CBlock","BLQ","TA","Attchd"
"1361",60,7200,7,7,1920,1950,596,1762,1,1,4,8,0,2,2006,157000,"Reg","Corner","OldTown","1Fam","2Story","Wd Sdng","BrkTil","Unf","Gd","Detchd"
"1362",NA,25339,5,7,1918,2007,816,1416,2,0,3,7,0,2,2007,112000,"Reg","Inside","Sawyer","1Fam","1Story","Wd Sdng","BrkTil","Unf","Gd","Attchd"
"1363",60,9060,6,5,1939,1950,560,1258,1,0,2,6,0,1,2009,105000,"Reg","Inside","Edwards","1Fam","1.5Fin","WdShing","BrkTil","Rec","TA","Detchd"
"1364",40,5436,4,8,1922,2007,796,1154,1,0,3,7,0,1,2010,125500,"Reg","Inside","IDOTRR","1Fam","1.5Fin","VinylSd","BrkTil","BLQ","Gd","Detchd"
"1365",80,16692,7,5,1978,1978,1392,2784,3,1,5,12,2,2,2006,250000,"IR1","Inside","NWAmes","1Fam","2Story","Plywood","CBlock","BLQ","Gd","Attchd"
"1366",60,8520,6,7,1916,1950,714,2526,2,0,5,10,1,1,2007,136000,"Reg","Inside","OldTown","1Fam","1.5Fin","Stucco","BrkTil","Rec","Gd","Detchd"
"1367",42,14892,9,5,2006,2007,1746,1746,2,0,3,7,2,3,2009,377500,"IR1","CulDSac","Gilbert","1Fam","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"1368",60,6000,6,6,1941,1950,735,1218,1,0,3,6,1,2,2007,131000,"Reg","Inside","BrkSide","1Fam","1.5Fin","Wd Sdng","BrkTil","ALQ","TA","Detchd"
"1369",70,9100,7,5,2000,2000,1525,1525,2,0,3,6,0,2,2006,235000,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1370",65,8944,5,5,1967,1967,1584,1584,2,0,4,8,0,3,2009,124000,"Reg","Inside","NAmes","Duplex","1Story","Plywood","CBlock","Unf","TA","Detchd"
"1371",68,7838,5,5,1967,1967,864,900,1,0,3,6,1,1,2006,123000,"Reg","Inside","NAmes","1Fam","SFoyer","HdBoard","CBlock","ALQ","TA","Attchd"
"1372",60,10800,6,7,1905,2000,482,1912,2,0,3,7,1,2,2008,163000,"Reg","Inside","OldTown","2fmCon","1.5Fin","Wd Sdng","BrkTil","Unf","TA","Detchd"
"1373",53,4045,7,5,2006,2006,1356,1500,2,0,2,6,1,3,2006,246578,"Reg","Inside","Blmngtn","TwnhsE","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1374",88,12665,8,5,2005,2006,1094,2482,2,1,4,9,1,3,2007,281213,"IR1","Inside","Timber","1Fam","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"1375",NA,57200,5,5,1948,1950,747,1687,1,0,3,7,2,2,2010,160000,"IR1","Inside","Timber","1Fam","1Story","Wd Sdng","CBlock","BLQ","TA","Detchd"
"1376",51,6120,5,8,1920,2004,939,1513,1,1,4,8,0,1,2007,137500,"Reg","Inside","BrkSide","1Fam","2Story","MetalSd","BrkTil","Unf","TA","Detchd"
"1377",60,7200,5,4,1950,1982,1208,1904,1,1,3,7,0,1,2009,138000,"Reg","Inside","NAmes","1Fam","1.5Fin","VinylSd","CBlock","Rec","TA","Attchd"
"1378",51,6171,6,6,1925,1990,976,1608,2,1,3,7,1,1,2009,137450,"Reg","Inside","SWISU","1Fam","1.5Fin","WdShing","BrkTil","BLQ","Gd","Detchd"
"1379",50,6000,6,7,1929,1950,862,1158,1,0,3,5,1,1,2008,120000,"Reg","Corner","BrkSide","1Fam","1.5Fin","WdShing","BrkTil","Unf","TA","BuiltIn"
"1380",62,7415,6,5,2004,2004,839,1593,2,1,3,8,1,2,2008,193000,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","GLQ","TA","Attchd"
"1381",64,6762,7,5,2006,2006,1286,1294,2,0,2,6,1,2,2006,193879,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1382",49,15256,8,5,2007,2007,1485,1464,2,0,3,6,0,3,2007,282922,"IR1","CulDSac","Somerst","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1383",60,10410,3,4,1915,1950,672,1214,1,0,3,6,0,3,2006,105000,"Reg","Corner","OldTown","1Fam","1.5Fin","Wd Sdng","PConc","Unf","TA","Detchd"
"1384",44,3842,8,5,2004,2005,1594,1646,2,0,2,5,1,2,2008,275000,"IR1","Inside","Crawfor","TwnhsE","1Story","CemntBd","PConc","GLQ","Gd","Attchd"
"1385",70,8445,5,7,1972,2007,768,768,1,0,2,5,0,2,2009,133000,"Reg","Corner","CollgCr","1Fam","SFoyer","HdBoard","CBlock","GLQ","TA","Detchd"
"1386",NA,8780,5,5,1985,1985,833,833,1,0,3,5,0,0,2009,112000,"IR1","Corner","Mitchel","1Fam","1Story","HdBoard","CBlock","ALQ","TA",NA
"1387",60,7740,4,7,1910,1950,622,1363,1,0,3,6,0,2,2010,125500,"Reg","Inside","OldTown","1Fam","2Story","VinylSd","CBlock","Unf","TA","Detchd"
